18;VAR;CONFIG0.RES0.INSTANCE0.TOF1.ET;CONFIG0.RES0.INSTANCE0.TOF1.ET;TIME;TIME;
19;VAR;CONFIG0.RES0.INSTANCE0.TOF1.STATE;CONFIG0.RES0.INSTANCE0.TOF1.STATE;SINT;SINT;
20;VAR;CONFIG0.RES0.INSTANCE0.TOF1.PREV_IN;CONFIG0.RES0.INSTANCE0.TOF1.PREV_IN;BOOL;BOOL;
21;VAR;CONFIG0.RES0.INSTANCE0.TOF1.CURRENT_TIME;CONFIG0.RES0.INSTANCE0.TOF1.CURRENT_TIME;TIME;TIME;
22;VAR;CONFIG0.RES0.INSTANCE0.TOF1.START_TIME;CONFIG0.RES0.INSTANCE0.TOF1.START_TIME;TIME;TIME;
23;FB;CONFIG0.RES0.INSTANCE0.TOF2;CONFIG0.RES0.INSTANCE0.TOF2;TOF;;
24;VAR;CONFIG0.RES0.INSTANCE0.TOF2.EN;CONFIG0.RES0.INSTANCE0.TOF2.EN;BOOL;BOOL;
25;VAR;CONFIG0.RES0.INSTANCE0.TOF2.ENO;CONFIG0.RES0.INSTANCE0.TOF2.ENO;BOOL;BOOL;
26;VAR;CONFIG0.RES0.INSTANCE0.TOF2.IN;CONFIG0.RES0.INSTANCE0.TOF2.IN;BOOL;BOOL;
27;VAR;CONFIG0.RES0.INSTANCE0.TOF2.PT;CONFIG0.RES0.INSTANCE0.TOF2.PT;TIME;TIME;
28;VAR;CONFIG0.RES0.INSTANCE0.TOF2.Q;CONFIG0.RES0.INSTANCE0.TOF2.Q;BOOL;BOOL;
29;VAR;CONFIG0.RES0.INSTANCE0.TOF2.ET;CONFIG0.RES0.INSTANCE0.TOF2.ET;TIME;TIME;
30;VAR;CONFIG0.RES0.INSTANCE0.TOF2.STATE;CONFIG0.RES0.INSTANCE0.TOF2.STATE;SINT;SINT;
31;VAR;CONFIG0.RES0.INSTANCE0.TOF2.PREV_IN;CONFIG0.RES0.INSTANCE0.TOF2.PREV_IN;BOOL;BOOL;
32;VAR;CONFIG0.RES0.INSTANCE0.TOF2.CURRENT_TIME;CONFIG0.RES0.INSTANCE0.TOF2.CURRENT_TIME;TIME;TIME;
33;VAR;CONFIG0.RES0.INSTANCE0.TOF2.START_TIME;CONFIG0.RES0.INSTANCE0.TOF2.START_TIME;TIME;TIME;
34;OUT;CONFIG0.RES0.INSTANCE0.O_LEDRED;CONFIG0.RES0.INSTANCE0.O_LEDRED;BOOL;BOOL;
35;OUT;CONFIG0.RES0.INSTANCE0.O_LEDORANGE;CONFIG0.RES0.INSTANCE0.O_LEDORANGE;BOOL;BOOL;
36;OUT;CONFIG0.RES0.INSTANCE0.O_LEDGREEN;CONFIG0.RES0.INSTANCE0.O_LEDGREEN;BOOL;BOOL;
37;OUT;CONFIG0.RES0.INSTANCE0.FIRST_CYCLE;CONFIG0.RES0.INSTANCE0.FIRST_CYCLE;BOOL;BOOL;
38;FB;CONFIG0.RES0.INSTANCE0.F_TRIG0;CONFIG0.RES0.INSTANCE0.F_TRIG0;F_TRIG;;
39;VAR;CONFIG0.RES0.INSTANCE0.F_TRIG0.EN;CONFIG0.RES0.INSTANCE0.F_TRIG0.EN;BOOL;BOOL;
40;VAR;CONFIG0.RES0.INSTANCE0.F_TRIG0.ENO;CONFIG0.RES0.INSTANCE0.F_TRIG0.ENO;BOOL;BOOL;
41;VAR;CONFIG0.RES0.INSTANCE0.F_TRIG0.CLK;CONFIG0.RES0.INSTANCE0.F_TRIG0.CLK;BOOL;BOOL;
42;VAR;CONFIG0.RES0.INSTANCE0.F_TRIG0.Q;CONFIG0.RES0.INSTANCE0.F_TRIG0.Q;BOOL;BOOL;
43;VAR;CONFIG0.RES0.INSTANCE0.F_TRIG0.M;CONFIG0.RES0.INSTANCE0.F_TRIG0.M;BOOL;BOOL;
44;FB;CONFIG0.RES0.INSTANCE0.F_TRIG1;CONFIG0.RES0.INSTANCE0.F_TRIG1;F_TRIG;;
45;VAR;CONFIG0.RES0.INSTANCE0.F_TRIG1.EN;CONFIG0.RES0.INSTANCE0.F_TRIG1.EN;BOOL;BOOL;
46;VAR;CONFIG0.RES0.INSTANCE0.F_TRIG1.ENO;CONFIG0.RES0.INSTANCE0.F_TRIG1.ENO;BOOL;BOOL;
47;VAR;CONFIG0.RES0.INSTANCE0.F_TRIG1.CLK;CONFIG0.RES0.INSTANCE0.F_TRIG1.CLK;BOOL;BOOL;
48;VAR;CONFIG0.RES0.INSTANCE0.F_TRIG1.Q;CONFIG0.RES0.INSTANCE0.F_TRIG1.Q;BOOL;BOOL;
49;VAR;CONFIG0.RES0.INSTANCE0.F_TRIG1.M;CONFIG0.RES0.INSTANCE0.F_TRIG1.M;BOOL;BOOL;
50;FB;CONFIG0.RES0.INSTANCE0.F_TRIG2;CONFIG0.RES0.INSTANCE0.F_TRIG2;F_TRIG;;
51;VAR;CONFIG0.RES0.INSTANCE0.F_TRIG2.EN;CONFIG0.RES0.INSTANCE0.F_TRIG2.EN;BOOL;BOOL;
52;VAR;CONFIG0.RES0.INSTANCE0.F_TRIG2.ENO;CONFIG0.RES0.INSTANCE0.F_TRIG2.ENO;BOOL;BOOL;
53;VAR;CONFIG0.RES0.INSTANCE0.F_TRIG2.CLK;CONFIG0.RES0.INSTANCE0.F_TRIG2.CLK;BOOL;BOOL;
54;VAR;CONFIG0.RES0.INSTANCE0.F_TRIG2.Q;CONFIG0.RES0.INSTANCE0.F_TRIG2.Q;BOOL;BOOL;
55;VAR;CONFIG0.RES0.INSTANCE0.F_TRIG2.M;CONFIG0.RES0.INSTANCE0.F_TRIG2.M;BOOL;BOOL;
56;VAR;CONFIG0.RES0.INSTANCE0._TMP_OR67_OUT;CONFIG0.RES0.INSTANCE0._TMP_OR67_OUT;BOOL;BOOL;


// Ticktime
20000000
